,title,links,date,year,doctype,text
241,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/05/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,5/12/20,2020, news releases," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the ninth call of the Ministerial Coordination Group on COVID19 with his counterparts from Australia, Indonesia, Morocco, Peru, Republic of Korea and Singapore.The ministers recalled the continued importance of exchanging information and coordinating efforts in the face of the COVID19 pandemic.  They stressed that the ongoing pandemic requires a largescale, coordinated and comprehensive multilateral response.The ministers also discussed the importance of collaboration around the distribution of an eventual vaccine.As the world enters the next phase of the response, the ministers discussed the need to take stock of the impacts of the crisis, the measures taken to date and the importance of advancing concrete solutions in order to respond to the significant human and economic costs of the COVID19 pandemic.Minister Champagne invited his colleagues from the Ministerial Coordination Group to meet in Canada when health conditions permit to discuss the postCOVID19 world and launch a muchneeded discussion on reforms to multilateral institutions and building a better, greener and more inclusive future."
242,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/05/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,5/12/20,2020, news releases," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the eighth call with his counterparts from countries affected by COVID19, including Australia, Germany, Indonesia, Italy, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.The Ministers discussed the impacts of the COVID19 pandemic and agreed that a coordinated multilateral response continues to be essential as economies begin to reopen and plan for next steps.Facilitating crossborder movement of goods, services and people by maintaining supply chains open and connected while resisting protectionist trends remains critical. Such cooperation will ensure that those most in need receive access to vital medical treatment and supplies, including personal protective equipment.The Ministerial Group committed to remain in close contact to monitor the impact on countries and refugees in conflict zones, and on reopening and transitioning to a new normal, as the COVID19 situation continues to evolve."
243,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/05/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,5/12/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a seventh call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Peru, Singapore, South Africa, Turkey and the United Kingdom.The ministers agreed that while the COVID19 pandemic has imposed new challenges on the multilateral system, they underscored the critical role of multilateralism and international institutions in securing the health, prosperity and security of states, including efforts toward finding a vaccine.Several ministers also reiterated that a strong and coordinated multilateral response is essential to combat this crisis and to address the critical needs and challenges of vulnerable countries and groups, particularly women and children.They committed to continue working together to strengthen the multilateral system."
244,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/05/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,5/12/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a fifth call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.During the call, the ministers provided an update on their country’s response to COVID19 and discussed their priority issues as the global pandemic evolves.They reiterated the importance of providing consular assistance to their citizens and the continued need to ensure transit hubs remain operational to permit the return of travellers from abroad.The ministers also stressed the critical need to ensure the crossborder flow of essential goods and to keep supply chains intact during this ongoing crisis, especially for medical supplies and personal protective equipment.Finally, they reiterated their continued commitment to work with the World Health Organization as well as to support the needs of vulnerable countries, and particularly those of women and children, during this crisis."
245,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-190.html,4/28/20,2020, statements," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the ninth call of the Ministerial Coordination Group on COVID19 with his counterparts from Australia, Indonesia, Morocco, Peru, Republic of Korea and Singapore.The ministers recalled the continued importance of exchanging information and coordinating efforts in the face of the COVID19 pandemic.  They stressed that the ongoing pandemic requires a largescale, coordinated and comprehensive multilateral response.The ministers also discussed the importance of collaboration around the distribution of an eventual vaccine.As the world enters the next phase of the response, the ministers discussed the need to take stock of the impacts of the crisis, the measures taken to date and the importance of advancing concrete solutions in order to respond to the significant human and economic costs of the COVID19 pandemic.Minister Champagne invited his colleagues from the Ministerial Coordination Group to meet in Canada when health conditions permit to discuss the postCOVID19 world and launch a muchneeded discussion on reforms to multilateral institutions and building a better, greener and more inclusive future."
246,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-190.html,4/28/20,2020, statements," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the eighth call with his counterparts from countries affected by COVID19, including Australia, Germany, Indonesia, Italy, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.The Ministers discussed the impacts of the COVID19 pandemic and agreed that a coordinated multilateral response continues to be essential as economies begin to reopen and plan for next steps.Facilitating crossborder movement of goods, services and people by maintaining supply chains open and connected while resisting protectionist trends remains critical. Such cooperation will ensure that those most in need receive access to vital medical treatment and supplies, including personal protective equipment.The Ministerial Group committed to remain in close contact to monitor the impact on countries and refugees in conflict zones, and on reopening and transitioning to a new normal, as the COVID19 situation continues to evolve."
247,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-190.html,4/28/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a seventh call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Peru, Singapore, South Africa, Turkey and the United Kingdom.The ministers agreed that while the COVID19 pandemic has imposed new challenges on the multilateral system, they underscored the critical role of multilateralism and international institutions in securing the health, prosperity and security of states, including efforts toward finding a vaccine.Several ministers also reiterated that a strong and coordinated multilateral response is essential to combat this crisis and to address the critical needs and challenges of vulnerable countries and groups, particularly women and children.They committed to continue working together to strengthen the multilateral system."
248,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-190.html,4/28/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a fifth call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.During the call, the ministers provided an update on their country’s response to COVID19 and discussed their priority issues as the global pandemic evolves.They reiterated the importance of providing consular assistance to their citizens and the continued need to ensure transit hubs remain operational to permit the return of travellers from abroad.The ministers also stressed the critical need to ensure the crossborder flow of essential goods and to keep supply chains intact during this ongoing crisis, especially for medical supplies and personal protective equipment.Finally, they reiterated their continued commitment to work with the World Health Organization as well as to support the needs of vulnerable countries, and particularly those of women and children, during this crisis."
249,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,4/7/20,2020, news releases," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the ninth call of the Ministerial Coordination Group on COVID19 with his counterparts from Australia, Indonesia, Morocco, Peru, Republic of Korea and Singapore.The ministers recalled the continued importance of exchanging information and coordinating efforts in the face of the COVID19 pandemic.  They stressed that the ongoing pandemic requires a largescale, coordinated and comprehensive multilateral response.The ministers also discussed the importance of collaboration around the distribution of an eventual vaccine.As the world enters the next phase of the response, the ministers discussed the need to take stock of the impacts of the crisis, the measures taken to date and the importance of advancing concrete solutions in order to respond to the significant human and economic costs of the COVID19 pandemic.Minister Champagne invited his colleagues from the Ministerial Coordination Group to meet in Canada when health conditions permit to discuss the postCOVID19 world and launch a muchneeded discussion on reforms to multilateral institutions and building a better, greener and more inclusive future."
250,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,4/7/20,2020, news releases," Today, the Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, hosted the eighth call with his counterparts from countries affected by COVID19, including Australia, Germany, Indonesia, Italy, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.The Ministers discussed the impacts of the COVID19 pandemic and agreed that a coordinated multilateral response continues to be essential as economies begin to reopen and plan for next steps.Facilitating crossborder movement of goods, services and people by maintaining supply chains open and connected while resisting protectionist trends remains critical. Such cooperation will ensure that those most in need receive access to vital medical treatment and supplies, including personal protective equipment.The Ministerial Group committed to remain in close contact to monitor the impact on countries and refugees in conflict zones, and on reopening and transitioning to a new normal, as the COVID19 situation continues to evolve."
251,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,4/7/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a seventh call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Peru, Singapore, South Africa, Turkey and the United Kingdom.The ministers agreed that while the COVID19 pandemic has imposed new challenges on the multilateral system, they underscored the critical role of multilateralism and international institutions in securing the health, prosperity and security of states, including efforts toward finding a vaccine.Several ministers also reiterated that a strong and coordinated multilateral response is essential to combat this crisis and to address the critical needs and challenges of vulnerable countries and groups, particularly women and children.They committed to continue working together to strengthen the multilateral system."
252,Readout: Minister of Foreign Affairs continues to coordinate with international counterparts on COVID-19,https://www.canada.ca/en/global-affairs/news/2020/04/readout-minister-of-foreign-affairs-continues-to-coordinate-with-international-counterparts-on-covid-19.html,4/7/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today organized a fifth call with his counterparts from countries affected by COVID19, including Australia, Brazil, France, Germany, Indonesia, Morocco, Peru, Singapore, South Africa, Turkey and the United Kingdom.During the call, the ministers provided an update on their country’s response to COVID19 and discussed their priority issues as the global pandemic evolves.They reiterated the importance of providing consular assistance to their citizens and the continued need to ensure transit hubs remain operational to permit the return of travellers from abroad.The ministers also stressed the critical need to ensure the crossborder flow of essential goods and to keep supply chains intact during this ongoing crisis, especially for medical supplies and personal protective equipment.Finally, they reiterated their continued commitment to work with the World Health Organization as well as to support the needs of vulnerable countries, and particularly those of women and children, during this crisis."
253,Joint Communique by Ministers of the Global Coalition to defeat Daesh/ISIS small group,https://www.canada.ca/en/global-affairs/news/2020/06/joint-communique-by-ministers-of-the-global-coalition-to-defeat-daeshisis-small-group.html,6/4/20,2020, backgrounders,"19 crisis has had an impact on the Coalition’s activities and operations, the Ministers committed to continue working with our partner forces to mitigate the impacts of the pandemic while supporting efforts to further dismantle Daesh/ISIS.In Syria, the Coalition stands with the Syrian people in support of a lasting political settlement in accordance with UN Security Council Resolution 2254. The Coalition must continue to be vigilant against the threat of terrorism, in all its forms and manifestations, to build on the success it has achieved and continue to act together against any threats to this outcome to avoid security vacuums that Daesh/ISIS may exploit.The Ministers also noted with concern the emerging threat posed by Daesh/ISIS affiliates and branches worldwide, in particular in West Africa and the Sahel. The Coalition reaffirmed its plans for a meeting focused on capacity building in West Africa and the Sahel that would fully respect international law, be upon the request and prior consent of the countries concerned, and be coordinated with existing efforts and initiatives, including the Coalition for the Sahel.The Ministers agreed on the urgent need to pursue information sharing on known members of Daesh/ISIS affiliates, including via multilateral law enforcement channels like INTERPOL, and particularly for border security purposes and increasing strategic communications.The Ministers, recognizing the challenge posed by foreign terrorist fighters who are in custody as well as family members who remain in Syria and Iraq, commit to pursue existing effective accountability mechanisms in close coordination with the countries of origin, including accountability for fighters who have used sexual violence as an instrument of terror.The Ministers remain committed to promoting efforts to ensure that accused terrorists, including those of foreign nationality, are treated appropriately and tried consistent with their international law obligations, including fair trial guarantees, and we urge the custodians of the detained Daesh/ISIS fighters to continue to treat them humanely at all times, in accordance with international law. The Ministers further recognized that the situation for Daesh/ISIS detainees and family members in northeast Syria is of grave concern and recognized the importance of finding a comprehensive approach to this serious problem.The Coalition reaffirmed its belief that this comprehensive effort is necessary to achieve a full and enduring defeat of Daesh/ISIS worldwide. The Global Coalition to Defeat Daesh/ISIS has proven that it is a cohesive, adaptable vehicle that has sustained this important endeavor through stabilization, political, military and law enforcement lines of effort. The Ministers also confirmed their intent to hold the next full ministerial meeting of the Global Coalition in Italy as soon as circumstances permit."
254,Minister Champagne reaffirms Canada’s commitment to the Global Coalition against Daesh ,https://www.canada.ca/en/global-affairs/news/2020/06/minister-champagne-reaffirms-canadas-commitment-to-the-global-coalition-against-daesh.html,6/4/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today reiterated Canada’s commitment to the Global Coalition against Daesh, during a virtual meeting with foreign ministers of the Coalition.  The Minister outlined Canada’s contributions to the Coalition across all five lines of the Coalition’s efforts to defeat Daesh in Iraq and Syria including preventing the flow of foreign terrorist fighters across borders and tackling Daesh’s financing and economic infrastructure.Minister Champagne also took the opportunity to welcome the confirmation of Iraqi Prime Minister, Mustafa alKadhimi, and pledged Canada’s commitment to working with the new Iraqi government.Canada provides humanitarian assistance to the people most impacted by the conflicts in Iraq and Syria, including refugees who have fled to neighbouring countries such as Jordan and Lebanon."
255,"Readout: Minister Ng speaks with Japan’s State Minister of Economy, Trade and Industry",https://www.canada.ca/en/global-affairs/news/2020/06/readout-minister-ng-speaks-with-japans-state-minister-of-economy-trade-and-industry.html,6/4/20,2020, news releases," The Honourable Mary Ng, Minister of Small Business, Export Promotion and International Trade, spoke yesterday with Hideki Makihara, Japan’s State Minister of Economy, Trade and Industry.Minister Ng thanked Minister Makihara for his country’s support in helping Canadians who were aboard the Diamond Princess cruise ship in Yokohama, Japan, return home.The ministers also discussed their common priorities for the upcoming virtual meeting of the Ottawa Group on World Trade Organization (WTO) Reform. These priorities include greater transparency regarding export restrictions taken by a number of countries, and ways to ensure the smooth flow of trade for the benefit of our citizens as countries begin to gradually reopen their economies.The ministers also agreed on the importance of helping businesses and workers adapt to the new digital economy, and advancing ecommerce negotiations at the WTO to establish clear rules for online trade. This will support Canadian and Japanese companies who are increasingly shifting their operations online to maintain and grow their business amid the pandemic.Throughout their conversation, the ministers reaffirmed the strong commercial relationship between Canada and Japan. Minister Ng highlighted the opportunities for building on this relationship to ensure everyone can benefit from trade agreements, including small businesses, women entrepreneurs, and Indigenous business owners."
256,"Readout: Minister Champagne speaks to counterparts from Australia, New Zealand, the United Kingdom and the United States",https://www.canada.ca/en/global-affairs/news/2020/06/readout-minister-champagne-speaks-to-counterparts-from-australia-new-zealand-the-united-kingdom-and-the-united-states.html,6/1/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today spoke with his counterparts from Australia, New Zealand, the United Kingdom and the United States.The ministers discussed the impacts of COVID19, including the response of the World Health Organization and its plans to conduct an independent review of the global response to the pandemic.The ministers agreed that a shared priority would be to ensure the stability of supply chains, as well as the procurement of personal protective equipment and medical supplies.They also spoke about issues of shared concern, including the situation in Hong Kong.Minister Champagne and his counterparts agreed to continue communicating and reiterated their commitment to the global response to COVID19."
257,Backgrounder: How Canada is supporting UN peacekeepers,https://www.canada.ca/en/global-affairs/news/2020/05/backgrounder-how-canada-is-supporting-un-peacekeepers.html,5/29/20,2020, backgrounders,"based support for gender advisers, with an additional:$972,000 investment, for a total of $2 million, for a senior gender adviser from UN Women to work with the Executive Office of the UN SecretaryGeneral in integrating gender equality approaches into UN planning, analysis and policy processes at the highest levels$2.1million investments, for a total of $3.5 million, to strengthen the gender adviser’s capacity and better engage women and girls in peace and stabilization operations in the United Nations multidimensional integrated stabilization missions in Mali and the Central African RepublicSince it was launched in November 2017, the Elsie Initiative for Women in Peace Operations has:established bilateral partnerships with the Ghana Armed Forces and Zambia Police Servicesupported the implementation of the gender integration strategy of the Senegal Armed Forceslaunched the Elsie Initiative Fund for uniformed women in peace operations in collaboration with the UNfunded research to identify and address barriers to women’s meaningful contributions to peace operationsled significant advocacy efforts around the world to raise awareness of the role women play in UN peace operations"
258,Statement to mark International Day of United Nations Peacekeepers,https://www.canada.ca/en/global-affairs/news/2020/05/statement-to-mark-international-day-of-united-nations-peacekeepers.html,5/29/20,2020, statements," Ottawa, Ontario – The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs; the Honourable Harjit S. Sajjan, Minister of National Defence; and the Honourable Bill Blair, Minister of Public Safety and Emergency Preparedness, today issued the following statement:“On International Day of United Nations Peacekeepers, Canadians from coast to coast to coast recognize the important work of the women and men who serve in UN peacekeeping missions around the globe, putting themselves at risk to help the most vulnerable who are threatened by conflict and violence.“Since the COVID19 pandemic began, these brave members who serve have been working tirelessly to support the health of people around the world, saving lives and stabilizing complicated situations under very difficult circumstances.“This year, we join the United Nations and countries worldwide to highlight the important role that women play in peacekeeping. Raising the number of women in peacekeeping means communities engage with a more diverse and representative range of peacekeepers. Women bring a unique and muchneeded perspective to operations, increasing the effectiveness of these missions. Increasing women peacekeepers’ meaningful participation is both the right and smart thing to do. That is why Canada launched the Elsie Initiative for Women in Peace Operations in 2017.”Quick factsThe first Canadian peacekeepers were deployed to the Middle East in 1948.This year marks the 20th anniversary of the UN Security Council Resolution 1325 on women, peace and security, which was cosponsored by Canada. The Resolution recognized the importance of including women in all aspects of peace and security.Canada was the largest voluntary financial contributor to the UN Department of Peace Operations in 2019.Related productsBackgrounder: How Canada is supporting UN PeacekeepersAssociated linksPeace and Stabilization Operations ProgramVancouver Principles on Peacekeeping and the Prevention of the Recruitment and Use of Child SoldiersElsie Initiative for Women in Peace OperationsRCMP Peace Operations"
259,"Readout: Minister Ng speaks with Australia’s Minister for Trade, Tourism and Investment",https://www.canada.ca/en/global-affairs/news/2020/05/readout-minister-ng-speaks-with-australias-minister-for-trade-tourism-and-investment.html,5/29/20,2020, news releases," The Honourable Mary Ng, Minister of Small Business, Export Promotion and International Trade, spoke yesterday with Simon Birmingham, Australia’s Minister for Trade, Tourism and Investment, about the need for continued global cooperation to keep our people healthy and safe while mitigating the economic impact of COVID19.Minister Ng noted Canadians’ efforts to help flatten the COVID19 curve here at home, and she welcomed the news of Australia’s progress in keeping their people safe and healthy amid the pandemic.The ministers agreed to continue working closely together on keeping global supply chains open to the benefit of our businesses and workers, including through the G20, World Trade Organization and AsiaPacific Economic Cooperation.As well, the ministers reaffirmed the strength of Canada and Australia’s bilateral commercial relationship. They highlighted the importance of open trade and diversification, and how this relationship is enhanced through the Comprehensive and Progressive Agreement for TransPacific Partnership, giving our businesses and workers more opportunities in the global marketplace.The ministers also discussed the upcoming Ottawa Group WTO reform ministerial meeting as an opportunity to advance an ambitious work plan on COVID19 response and lay the foundations for global economic recovery. Minister Ng highlighted the importance of engaging Canada’s and Australia’s respective business communities to ensure this work helps them with the smooth resumption and flow of crossborder trade in the weeks and months to come."
260,COVID-19 and hurricane season: Advice for Canadians abroad,https://www.canada.ca/en/global-affairs/news/2020/05/covid-19-and-hurricane-season-advice-for-canadians-abroad.html,5/28/20,2020, news releases," Hurricane season has now started and will last until the end of November. Global Affairs Canada takes this opportunity to remind Canadians that the official advisory to avoid nonessential travel outside Canada is still in effect.While a large number of Canadians who were travelling outside Canada have now returned home due to the COVID19 pandemic, some may have to remain abroad. Canadians abroad should be mindful of severe weather conditions, including hurricanes, typhoons, cyclones and monsoons, that could have a serious impact on their safety.If you are currently abroad, or if you must travel despite the advisory, it is important to check our Travel Advice and Advisories to know if the region where you are located is prone to hurricanes. The most threatened areas are the Caribbean, Mexico, Central America and the east and Gulf coasts of the United States.If you have to remain in a hurricaneprone destination during hurricane season, the following advice could be especially helpful:Stay informed of the latest regional weather forecasts.Follow local emergency preparedness recommendations and instructions.Sign up with our Registration of Canadians Abroad service to receive important updates.Read our advice for Canadians abroad at Travel and COVID19: Your safety and security outside Canada.Talk to your travel insurance provider about your insurance policy. Find out if you are covered for medical treatment if you become infected with COVID19 and for extended stays outside Canada.Carry emergency contact information of the nearest Government of Canada office and of our Emergency Watch and Response Centre, open 24/7.Keep in close contact with your family so they are aware of your situation.Stay up to date on developing situations through our Travel Smart app and our Twitter and Facebook channels.Global Affairs Canada continues to provide 24/7 consular support to Canadians abroad through its offices abroad and the Emergency Watch and Response Centre in Ottawa. Canadians who need consular assistance can contact the nearest Government of Canada office or the Emergency Watch and Response Centre by calling +1 613 996 8885 (call collect where available)."
261,"Joint statement by the Minister of Foreign Affairs of Canada, François-Philippe Champagne, UK Foreign Secretary, Dominic Raab, Australian Foreign Minister, Marise Payne, and US Secretary of State, Michael Pompeo responding to China’s proposed new security law for Hong Kong",https://www.canada.ca/en/global-affairs/news/2020/05/joint-statement-on-hong-kong--canada-us-uk-and-australia.html,5/28/20,2020, statements," “Signatories to this statement reiterate our deep concern regarding Beijing’s decision to impose a national security law in Hong Kong.“Hong Kong has flourished as a bastion of freedom. The international community has a significant and longstanding stake in Hong Kong’s prosperity and stability. Direct imposition of national security legislation on Hong Kong by the Beijing authorities, rather than through Hong Kong’s own institutions as provided for under Article 23 of the Basic Law, would curtail the Hong Kong people’s liberties, and in doing so, dramatically erode the autonomy and the system that made it so prosperous.“China’s decision to impose the new national security law on Hong Kong lies in direct conflict with its international obligations under the principles of the legallybinding, UNregistered SinoBritish Joint Declaration. The proposed law would undermine the One Country, Two Systems framework. It also raises the prospect of prosecution in Hong Kong for political crimes, and undermines existing commitments to protect the rights of Hong Kong people  including those set out in the International Covenant on Civil and Political Rights and the International Covenant on Economic, Social and Cultural Rights.“We are also extremely concerned that this action will exacerbate the existing deep divisions in Hong Kong society; the law does nothing to build mutual understanding and foster reconciliation within Hong Kong. Rebuilding trust across Hong Kong society by allowing the people of Hong Kong to enjoy the rights and freedoms they were promised can be the only way back from the tensions and unrest that the territory has seen over the last year.“The world’s focus on a global pandemic requires enhanced trust in governments and international cooperation. Beijing's unprecedented move risks having the opposite effect. As Hong Kong’s stability and prosperity are jeopardized by the new imposition, we call on the Government of China to work with the Hong Kong SAR Government and the people of Hong Kong to find a mutually acceptable accommodation that will honor China’s international obligations under the UNfiled SinoBritish Joint Declaration."""
262,APEC Business Advisory Council biographical note,https://www.canada.ca/en/global-affairs/news/2020/05/apec-business-advisory-council-biographical-note.html,5/27/20,2020, backgrounders,"Janet De Silva is an experienced international business executive with a track record of excelling in ontheground leadership roles. As President and Chief Executive Officer of the Toronto Region Board of Trade, Ms. De Silva is spearheading efforts to make Toronto one of the most competitive and soughtafter business regions in the world.Prior to joining the Board, Ms. De Silva spent 14 years in leadership roles in Asia. She served as Chief Executive Officer of Sun Life Financial’s Hong Kong subsidiary and Mainland China joint venture. She cofounded and was Chief Executive Officer of Retail China Limited, which was acquired in 2010. She later served as Dean of Ivey Asia, leading the Hong Kong campus and Asia operations of Ivey Business School of Western University.Highly respected for her business advocacy and government engagement efforts, Ms. De Silva has served as Council Member on the Asia Business Leaders Advisory Council (ABLAC) since 2018. She also currently sits on the boards of Intact Financial Corporation, Blue Umbrella Limited and the Greater Toronto CivicAction Alliance.Ms. De Silva has been named one of ‘Canada’s Top 100 Most Powerful Women, a Woman of our Time’ by Hong Kong’s South China Morning Post and made the Canadian Board Diversity Council’s inaugural ‘Diversity 50’ list."
263,Minister Ng announces Canadian representative to APEC Business Advisory Council,https://www.canada.ca/en/global-affairs/news/2020/05/minister-ng-announces-canadian-representative-to-apec-business-advisory-council.html,5/27/20,2020, news releases," Now more than ever, businesses, workers, and all Canadians depend on the predictability of open and rulesbased trade.The AsiaPacific Economic Cooperation (APEC) strives for free and open trade to bolster prosperity for the region and beyond. As a founding member of APEC, Canada supports this goal and is working to strengthen our trade relationships with the dynamic and fastgrowing economies in the AsiaPacific region.The APEC Business Advisory Council (ABAC) provides an important bridge between Canadian business leaders and their counterparts in the AsiaPacific region to help them explore new opportunities to work together. It also advises the government on how to best support Canadian businesses – including in these challenging times.Today, the Honourable Mary Ng, Minister of Small Business, Export Promotion and International Trade announced the official appointment of Janet De Silva, President and Chief Executive Officer of the Toronto Region Board of Trade, to the APEC Business Advisory Council (ABAC), who has been serving since the fall.For over 30 years, Ms. De Silva has helped businesses grow in the global marketplace. She will play a key role in representing and advancing the interests of the Canadian business community throughout the AsiaPacific region."
264,Statement on the Supreme Court of British Columbia decision on double criminality in extradition process for Meng Wanzhou,https://www.canada.ca/en/global-affairs/news/2020/05/statement-on-the-supreme-court-of-british-columbia-decision-on-double-criminality-in-extradition-process-for-meng-wanzhou.html,5/27/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today issued the following statement:“The Canadian judiciary operates independently, and today’s decision on double criminality in Meng Wanzhou’s extradition process was an independent decision of the Supreme Court of British Columbia.“This decision is but one component in a multistep legal process. The Government of Canada will continue to be transparent about the extradition process for Ms. Meng.“We will continue to pursue principled engagement with China to address our bilateral differences and to cooperate in areas of mutual interest.“The Government of Canada’s top priority is and remains securing the release of Michael Kovrig and Michael Spavor, who have been arbitrarily detained for over 500 days. We will continue to advocate for their immediate release and seek clemency for Canadians facing the death penalty in China, including Robert Schellenberg.”"
265,Statement in celebration of Africa Day,https://www.canada.ca/en/global-affairs/news/2020/05/statement-in-celebration-of-africa-day.html,5/25/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs; the Honourable Mary Ng, Minister of Small Business, Export Promotion and International Trade; and the Honourable Karina Gould, Minister of International Development, today issued the following statement:“Today, Canada joins the African Union in celebrating Africa Day, and takes this opportunity to reiterate our commitment to further deepening our relationships with the diverse and dynamic nations of Africa.“Africa is home to some of the fastestgrowing economies in the world. With shared priorities including investing in sustainable economies that benefit everyone, Canada sees the diverse nations in Africa as important trading partners, and we are keen to strengthen these connections.“Canada also continues to work together with our African partners on efforts such as Silencing the Guns, a campaign against war and conflict; supporting women’s empowerment in peace and security; building resilience against climate change; and mitigating the consequences of the current pandemic on vulnerable people, especially women and girls.“Now more than ever, the African Union’s vision of a prosperous and peaceful Africa reminds us that by working together, we will overcome the extraordinary challenges that we currently face.“We look forward to building on our strong relationships with African nations to create prosperity for both Canadians and Africans alike.“On this 57th anniversary of the creation of the Organization of African Unity, succeeded by the African Union, we wish a very happy Africa Day to all.”"
266,"Joint Statement by Canada, Australia and United Kingdom on Hong Kong national security legislation",https://www.canada.ca/en/global-affairs/news/2020/05/joint-statement-by-canada-australia-and-united-kingdom-on-hong-kong-national-security-legislation.html,5/22/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs; Dominic Raab, the United Kingdom’s First Secretary of State and Secretary of State for Foreign and Commonwealth Affairs; and Marise Payne, Australia’s Minister for Foreign Affairs and Minister for Women, today issued the following statement:“We are deeply concerned at proposals for introducing legislation related to national security in Hong Kong.“The legally binding Joint Declaration, signed by China and the United Kingdom, sets out that Hong Kong will have a high degree of autonomy. It also provides that rights and freedoms, including those of the person, of the press, of assembly, of association and others, will be ensured by law in Hong Kong, and that the provisions of the two UN covenants on human rights, the International Covenant on Civil and Political Rights and the International Covenant on Economic, Social and Cultural Rights, shall remain in force.“Making such a law on Hong Kong’s behalf without the direct participation of its people, legislature or judiciary would clearly undermine the ‘one country, two systems’ principle under which Hong Kong is guaranteed a high degree of autonomy.”"
